"destination_airport_name","source_airport_name","airline_ID","source_airport_ID","destination_airport_ID","capacity","airline_name","source_airport_country","destination_airport_country"
"Abraham Lincoln Capital Airport","Charlotte County Airport","35","7056","4336",142,"Allegiant Air","United States","United States"
"Abraham Lincoln Capital Airport","Orlando Sanford International Airport","35","4167","4336",142,"Allegiant Air","United States","United States"
"Akhiok Airport","Kodiak Airport","1109","3531","7160",7,"Astair","United States","United States"
"Akiachak Airport","Kwethluk Airport","16726","7095","9742",7,"Era Alaska","United States","United States"
"Akiachak Airport","Kwethluk Airport","1173","7095","9742",7,"Airbus France","United States","United States"
"Akiachak Airport","Akiak Airport","16726","7217","9742",7,"Era Alaska","United States","United States"
"Akiak Airport","Akiachak Airport","16726","9742","7217",7,"Era Alaska","United States","United States"
"Akiak Airport","Akiachak Airport","1173","9742","7217",7,"Airbus France","United States","United States"
"Akiak Airport","Tuluksak Airport","16726","7218","7217",7,"Era Alaska","United States","United States"
"Alakanuk Airport","Emmonak Airport","16726","7087","7199",7,"Era Alaska","United States","United States"
"Albany International Airport","Orlando","1316","3878","3864",142,"AirTran Airways","United States","United States"
"Albany International Airport","Orlando","4547","3878","3864",142,"Southwest Airlines","United States","United States"
"Albany International Airport","Ogdensburg International Airport","1629","3724","3864",7,"Cape Air","United States","United States"
"Allakaket Airport","Fairbanks International Airport","55","3832","6839",12,"Astral Aviation","United States","United States"
"Allakaket Airport","Bettles Airport","55","3417","6839",12,"Astral Aviation","United States","United States"
"Alliance Municipal Airport","Denver International Airport","2607","3751","7067",10,"Great Lakes Airlines","United States","United States"
"Alliance Municipal Airport","Denver International Airport","5209","3751","7067",10,"United Airlines","United States","United States"
"Alliance Municipal Airport","Denver International Airport","2468","3751","7067",10,"Frontier Airlines","United States","United States"
"Altoona Blair County Airport","John Murtha Johnstown Cambria County Airport","5209","4169","3694",37,"United Airlines","United States","United States"
"Ambler Airport","Ralph Wien Memorial Airport","1472","3693","7177",12,"Bering Air","United States","United States"
"Ambler Airport","Kobuk Airport","1472","7180","7177",12,"Bering Air","United States","United States"
"Ambler Airport","Kobuk Airport","16726","7180","7177",12,"Era Alaska","United States","United States"
"Ambler Airport","Ralph Wien Memorial Airport","16726","3693","7177",12,"Era Alaska","United States","United States"
"Amook Bay Seaplane Base","Kodiak Airport","146","3531","7167",10,"Air Salone","United States","United States"
"Anaktuvuk Pass Airport","Bettles Airport","55","3417","6712",12,"Astral Aviation","United States","United States"
"Anaktuvuk Pass Airport","Fairbanks International Airport","55","3832","6712",6,"Astral Aviation","United States","United States"
"Angoon Seaplane Base","Juneau International Airport","10912","3492","7135",8,"Alaska Seaplane Service","United States","United States"
"Aniak Airport","Sleetmute Airport","16726","7240","5967",7,"Era Alaska","United States","United States"
"Aniak Airport","McGrath Airport","3935","5965","5967",37,"Peninsula Airways","United States","United States"
"Aniak Airport","Shageluk Airport","16726","7090","5967",12,"Era Alaska","United States","United States"
"Aniak Airport","Stony River 2 Airport","16726","7241","5967",7,"Era Alaska","United States","United States"
"Aniak Airport","Kalskag Airport","16726","5964","5967",12,"Era Alaska","United States","United States"
"Aniak Airport","Russian Mission Airport","16726","7098","5967",7,"Era Alaska","United States","United States"
"Aniak Airport","McGrath Airport","439","5965","5967",37,"Alaska Airlines","United States","United States"
"Aniak Airport","Holy Cross Airport","16726","5962","5967",12,"Era Alaska","United States","United States"
"Anvik Airport","Grayling Airport","16726","7219","6713",12,"Era Alaska","United States","United States"
"Anvik Airport","Holy Cross Airport","16726","5962","6713",12,"Era Alaska","United States","United States"
"Appleton International Airport","Orlando Sanford International Airport","35","4167","4047",179,"Allegiant Air","United States","United States"
"Arctic Village Airport","Venetie Airport","55","7114","6729",12,"Astral Aviation","United States","United States"
"Arnold Palmer Regional Airport","Orlando","4687","3878","5747",179,"Spirit Airlines","United States","United States"
"Atlantic City International Airport","Orlando","4687","3878","3524",179,"Spirit Airlines","United States","United States"
"Atmautluak Airport","Bethel Airport","1173","3599","4385",7,"Airbus France","United States","United States"
"Atmautluak Airport","Bethel Airport","1173","3599","4385",7,"Airbus France","United States","United States"
"Atmautluak Airport","Bethel Airport","1173","3599","4385",7,"Airbus France","United States","United States"
"Atmautluak Airport","Bethel Airport","1173","3599","4385",7,"Airbus France","United States","United States"
"Atmautluak Airport","Nunapitchuk Airport","16726","7212","4385",7,"Era Alaska","United States","United States"
"Atmautluak Airport","Nunapitchuk Airport","16726","7212","4385",7,"Era Alaska","United States","United States"
"Atmautluak Airport","Nunapitchuk Airport","16726","7212","4385",7,"Era Alaska","United States","United States"
"Atmautluak Airport","Nunapitchuk Airport","16726","7212","4385",7,"Era Alaska","United States","United States"
"Atqasuk Edward Burnell Sr Memorial Airport","Wainwright Airport","16726","7220","6714",12,"Era Alaska","United States","United States"
"Atqasuk Edward Burnell Sr Memorial Airport","Wiley Post Will Rogers Memorial Airport","16726","3571","6714",12,"Era Alaska","United States","United States"
"Austin Bergstrom International Airport","Phoenix Sky Harbor International Airport","5265","3462","3673",142,"US Airways","United States","United States"
"Austin Bergstrom International Airport","Lubbock Preston Smith International Airport","4547","3829","3673",132,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Denver International Airport","2468","3751","3673",142,"Frontier Airlines","United States","United States"
"Austin Bergstrom International Airport","Phoenix Sky Harbor International Airport","24","3462","3673",142,"American Airlines","United States","United States"
"Austin Bergstrom International Airport","Los Angeles International Airport","4547","3484","3673",146,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Orlando","1316","3878","3673",142,"AirTran Airways","United States","United States"
"Austin Bergstrom International Airport","Denver International Airport","5209","3751","3673",228,"United Airlines","United States","United States"
"Austin Bergstrom International Airport","Denver International Airport","4547","3751","3673",142,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Valley International Airport","4547","3560","3673",142,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Los Angeles International Airport","24","3484","3673",189,"American Airlines","United States","United States"
"Austin Bergstrom International Airport","San Francisco International Airport","5209","3469","3673",189,"United Airlines","United States","United States"
"Austin Bergstrom International Airport","Orlando","3029","3878","3673",179,"JetBlue Airways","United States","United States"
"Austin Bergstrom International Airport","Los Angeles International Airport","439","3484","3673",189,"Alaska Airlines","United States","United States"
"Austin Bergstrom International Airport","San Francisco International Airport","3029","3469","3673",179,"JetBlue Airways","United States","United States"
"Austin Bergstrom International Airport","Los Angeles International Airport","5265","3484","3673",189,"US Airways","United States","United States"
"Austin Bergstrom International Airport","San Francisco International Airport","5331","3469","3673",142,"Virgin America","United States","United States"
"Austin Bergstrom International Airport","Los Angeles International Airport","5209","3484","3673",74,"United Airlines","United States","United States"
"Austin Bergstrom International Airport","Phoenix Sky Harbor International Airport","4547","3462","3673",146,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Orlando","4547","3878","3673",146,"Southwest Airlines","United States","United States"
"Austin Bergstrom International Airport","Orlando","2009","3878","3673",74,"Delta Air Lines","United States","United States"
"Austin Bergstrom International Airport","Long Beach","3029","3582","3673",179,"JetBlue Airways","United States","United States"
"Bellingham International Airport","Los Angeles International Airport","35","3484","3777",142,"Allegiant Air","United States","United States"
"Bellingham International Airport","Portland International Airport","439","3720","3777",78,"Alaska Airlines","United States","United States"
"Bellingham International Airport","Honolulu International Airport","439","3728","3777",142,"Alaska Airlines","United States","United States"
"Bethel Airport","Platinum Airport","1173","3430","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Quinhagak Airport","16726","7206","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Atmautluak Airport","16726","4385","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Atmautluak Airport","16726","4385","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Pilot Station Airport","1173","7216","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Kwigillingok Airport","1173","7096","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Nunapitchuk Airport","1173","7212","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Scammon Bay Airport","16726","7209","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Emmonak Airport","386","7087","3599",142,"Aero Flight","United States","United States"
"Bethel Airport","Atmautluak Airport","16726","4385","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Atmautluak Airport","16726","4385","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Tuntutuliak Airport","16726","7099","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Kipnuk Airport","16726","7201","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Quinhagak Airport","1173","7206","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Tuluksak Airport","16726","7218","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Mekoryuk Airport","16726","6720","3599",12,"Era Alaska","United States","United States"
"Bethel Airport","Kongiganak Airport","16726","7213","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Russian Mission Airport","16726","7098","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Kwigillingok Airport","16726","7096","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Chefornak Airport","16726","6960","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Kwethluk Airport","16726","7095","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Pilot Station Airport","16726","7216","3599",7,"Era Alaska","United States","United States"
"Bethel Airport","Napaskiak Airport","1173","9744","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Kalskag Airport","16726","5964","3599",12,"Era Alaska","United States","United States"
"Bethel Airport","Chefornak Airport","1173","6960","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Eek Airport","1173","7093","3599",7,"Airbus France","United States","United States"
"Bethel Airport","Tuluksak Airport","1173","7218","3599",7,"Airbus France","United States","United States"
"Bettles Airport","Fairbanks International Airport","55","3832","3417",12,"Astral Aviation","United States","United States"
"Bettles Airport","Allakaket Airport","55","6839","3417",12,"Astral Aviation","United States","United States"
"Bettles Airport","Anaktuvuk Pass Airport","55","6712","3417",12,"Astral Aviation","United States","United States"
"Birch Creek Airport","Fairbanks International Airport","55","3832","7118",12,"Astral Aviation","United States","United States"
"Bob Baker Memorial Airport","Ralph Wien Memorial Airport","16726","3693","7179",12,"Era Alaska","United States","United States"
"Bob Baker Memorial Airport","Robert (Bob) Curtis Memorial Airport","1472","7181","7179",12,"Bering Air","United States","United States"
"Bob Baker Memorial Airport","Robert (Bob) Curtis Memorial Airport","16726","7181","7179",12,"Era Alaska","United States","United States"
"Bob Baker Memorial Airport","Ralph Wien Memorial Airport","1472","3693","7179",12,"Bering Air","United States","United States"
"Boeing Field King County International Airport","William R Fairchild International Airport","3123","5731","3726",12,"Kenmore Air","United States","United States"
"Boeing Field King County International Airport","Friday Harbor Airport","3123","7082","3726",12,"Kenmore Air","United States","United States"
"Boulder City Municipal Airport","Grand Canyon West Airport","16625","6448","6449",15,"Papillon Grand Canyon Helicopters","United States","United States"
"Boulder City Municipal Airport","Grand Canyon West Airport","16625","6448","6449",15,"Papillon Grand Canyon Helicopters","United States","United States"
"Bradford Regional Airport","Chautauqua County-Jamestown Airport","5209","7059","5722",10,"United Airlines","United States","United States"
"Brainerd Lakes Regional Airport","Falls International Airport","2009","3535","6957",70,"Delta Air Lines","United States","United States"
"Brevig Mission Airport","Teller Airport","1472","7186","7183",12,"Bering Air","United States","United States"
"Brevig Mission Airport","Teller Airport","16726","7186","7183",6,"Era Alaska","United States","United States"
"Brevig Mission Airport","Wales Airport","16726","7187","7183",6,"Era Alaska","United States","United States"
"Brevig Mission Airport","Nome Airport","16726","3615","7183",6,"Era Alaska","United States","United States"
"Buckland Airport","Ralph Wien Memorial Airport","1472","3693","7178",12,"Bering Air","United States","United States"
"Buckland Airport","Ralph Wien Memorial Airport","16726","3693","7178",12,"Era Alaska","United States","United States"
"Buckland Airport","Deering Airport","16726","6755","7178",12,"Era Alaska","United States","United States"
"Buckland Airport","Deering Airport","1472","6755","7178",12,"Bering Air","United States","United States"
"Cape Girardeau Regional Airport","King Salmon Airport","386","3794","9745",142,"Aero Flight","United States","United States"
"Cape Lisburne LRRS Airport","Point Hope Airport","1472","6721","3413",12,"Bering Air","United States","United States"
"Central Illinois Regional Airport at Bloomington-Normal","Denver International Airport","2468","3751","4037",142,"Frontier Airlines","United States","United States"
"Central Illinois Regional Airport at Bloomington-Normal","Orlando","2468","3878","4037",142,"Frontier Airlines","United States","United States"
"Central Illinois Regional Airport at Bloomington-Normal","Orlando Sanford International Airport","35","4167","4037",179,"Allegiant Air","United States","United States"
"Chadron Municipal Airport","Alliance Municipal Airport","2468","7067","7066",10,"Frontier Airlines","United States","United States"
"Chadron Municipal Airport","Alliance Municipal Airport","5209","7067","7066",10,"United Airlines","United States","United States"
"Chadron Municipal Airport","Alliance Municipal Airport","2607","7067","7066",10,"Great Lakes Airlines","United States","United States"
"Charles M. Schulz Sonoma County Airport","Los Angeles International Airport","24","3484","6992",78,"American Airlines","United States","United States"
"Charles M. Schulz Sonoma County Airport","Los Angeles International Airport","439","3484","6992",78,"Alaska Airlines","United States","United States"
"Charles M. Schulz Sonoma County Airport","Portland International Airport","439","3720","6992",78,"Alaska Airlines","United States","United States"
"Charlotte County Airport","Chicago Rockford International Airport","35","4028","7056",142,"Allegiant Air","United States","United States"
"Charlotte County Airport","Niagara Falls International Airport","35","3630","7056",142,"Allegiant Air","United States","United States"
"Charlotte County Airport","Long Island Mac Arthur Airport","35","3857","7056",142,"Allegiant Air","United States","United States"
"Charlotte County Airport","Youngstown Warren Regional Airport","35","3881","7056",142,"Allegiant Air","United States","United States"
"Charlottesville Albemarle Airport","La Guardia Airport","24","3697","4015",37,"American Airlines","United States","United States"
"Charlottesville Albemarle Airport","La Guardia Airport","5265","3697","4015",37,"US Airways","United States","United States"
"Charlottesville Albemarle Airport","La Guardia Airport","2009","3697","4015",74,"Delta Air Lines","United States","United States"
"Chautauqua County-Jamestown Airport","Bradford Regional Airport","5209","5722","7059",10,"United Airlines","United States","United States"
"Chefornak Airport","Kipnuk Airport","16726","7201","6960",7,"Era Alaska","United States","United States"
"Chefornak Airport","Bethel Airport","16726","3599","6960",7,"Era Alaska","United States","United States"
"Chefornak Airport","Kipnuk Airport","1173","7201","6960",7,"Airbus France","United States","United States"
"Chevak Airport","Bethel Airport","16726","3599","5968",7,"Era Alaska","United States","United States"
"Chevak Airport","Hooper Bay Airport","16726","6716","5968",7,"Era Alaska","United States","United States"
"Chicago Rockford International Airport","Charlotte County Airport","35","7056","4028",142,"Allegiant Air","United States","United States"
"Chicago Rockford International Airport","Orlando Sanford International Airport","35","4167","4028",179,"Allegiant Air","United States","United States"
"Chico Municipal Airport","San Francisco International Airport","5209","3469","3710",32,"United Airlines","United States","United States"
"Chignik Lagoon Airport","Cape Girardeau Regional Airport","386","9745","7155",142,"Aero Flight","United States","United States"
"Chignik Lake Airport","Chignik Lagoon Airport","386","7155","7153",142,"Aero Flight","United States","United States"
"Chuathbaluk Airport","Aniak Airport","16726","5967","7091",7,"Era Alaska","United States","United States"
"Coffman Cove Seaplane Base","Ketchikan International Airport","20963","3808","7237",8,"Atlantic Air Cargo","United States","United States"
"Cold Bay Airport","Nelson Lagoon Airport","386","7203","3854",142,"Aero Flight","United States","United States"
"Cold Bay Airport","False Pass Airport","386","7202","3854",142,"Aero Flight","United States","United States"
"Cold Bay Airport","King Cove Airport","386","6765","3854",142,"Aero Flight","United States","United States"
"Cortez Municipal Airport","Denver International Airport","2607","3751","4338",10,"Great Lakes Airlines","United States","United States"
"Craig Seaplane Base","Ketchikan International Airport","16262","3808","7144",8,"Fly Colombia ( Interliging Flights )","United States","United States"
"Craig Seaplane Base","Thorne Bay Seaplane Base","20963","7147","7144",8,"Atlantic Air Cargo","United States","United States"
"Craig Seaplane Base","Klawock Airport","1266","7205","7144",8,"Avient Aviation","United States","United States"
"Craig Seaplane Base","Ketchikan International Airport","1266","3808","7144",8,"Avient Aviation","United States","United States"
"Crooked Creek Airport","Chuathbaluk Airport","16726","7091","7238",7,"Era Alaska","United States","United States"
"Deadhorse Airport","Wiley Post Will Rogers Memorial Airport","439","3571","3620",142,"Alaska Airlines","United States","United States"
"Deadhorse Airport","Fairbanks International Airport","439","3832","3620",142,"Alaska Airlines","United States","United States"
"Deadhorse Airport","Fairbanks International Airport","16726","3832","3620",40,"Era Alaska","United States","United States"
"Deadhorse Airport","Nuiqsut Airport","16726","7092","3620",10,"Era Alaska","United States","United States"
"Deering Airport","Ralph Wien Memorial Airport","1472","3693","6755",12,"Bering Air","United States","United States"
"Deering Airport","Buckland Airport","16726","7178","6755",12,"Era Alaska","United States","United States"
"Deering Airport","Ralph Wien Memorial Airport","16726","3693","6755",12,"Era Alaska","United States","United States"
"Deering Airport","Buckland Airport","1472","7178","6755",12,"Bering Air","United States","United States"
"Denver International Airport","Spokane International Airport","2468","3467","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","Minot International Airport","2468","3498","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","Chadron Municipal Airport","5209","7066","3751",10,"United Airlines","United States","United States"
"Denver International Airport","Minot International Airport","5209","3498","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","4687","3462","3751",179,"Spirit Airlines","United States","United States"
"Denver International Airport","Great Falls International Airport","5209","3880","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Glacier Park International Airport","5209","4127","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Four Corners Regional Airport","5209","3743","3751",10,"United Airlines","United States","United States"
"Denver International Airport","Central Illinois Regional Airport at Bloomington-Normal","2468","4037","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","La Guardia Airport","4547","3697","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Spokane International Airport","5209","3467","3751",189,"United Airlines","United States","United States"
"Denver International Airport","La Guardia Airport","5209","3697","3751",228,"United Airlines","United States","United States"
"Denver International Airport","New Castle Airport","2468","3859","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Portland International Airport","1316","3720","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Idaho Falls Regional Airport","5209","4100","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Sheridan County Airport","2607","5769","3751",32,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Indianapolis International Airport","4547","3585","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Rogue Valley International Medford Airport","5209","4101","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","2468","3484","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Dodge City Regional Airport","5209","5733","3751",10,"United Airlines","United States","United States"
"Denver International Airport","North Platte Regional Airport Lee Bird Field","2607","5748","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Spokane International Airport","4547","3467","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Sacramento International Airport","1316","3817","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Los Angeles International Airport","439","3484","3751",74,"Alaska Airlines","United States","United States"
"Denver International Airport","San Francisco International Airport","5209","3469","3751",228,"United Airlines","United States","United States"
"Denver International Airport","Sacramento International Airport","4547","3817","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Honolulu International Airport","5209","3728","3751",228,"United Airlines","United States","United States"
"Denver International Airport","Lubbock Preston Smith International Airport","5209","3829","3751",142,"United Airlines","United States","United States"
"Denver International Airport","San Antonio International Airport","4547","3621","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Portland International Airport","2468","3720","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Helena Regional Airport","5209","3504","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Yellowstone Regional Airport","5209","4344","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Miami International Airport","5265","3576","3751",189,"US Airways","United States","United States"
"Denver International Airport","Chadron Municipal Airport","2607","7066","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Santa Barbara Municipal Airport","2468","3949","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","Cortez Municipal Airport","2607","4338","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","San Francisco International Airport","2468","3469","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Laramie Regional Airport","5209","5746","3751",32,"United Airlines","United States","United States"
"Denver International Airport","Orlando","1316","3878","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Four Corners Regional Airport","2607","3743","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Indianapolis International Airport","1316","3585","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Four Corners Regional Airport","2468","3743","3751",10,"Frontier Airlines","United States","United States"
"Denver International Airport","San Antonio International Airport","1316","3621","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Gallatin Field","2468","4020","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","Spokane International Airport","1316","3467","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Sloulin Field International Airport","5209","3659","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Portland International Airport","5209","3720","3751",228,"United Airlines","United States","United States"
"Denver International Airport","Chadron Municipal Airport","2468","7066","3751",10,"Frontier Airlines","United States","United States"
"Denver International Airport","Monterey Peninsula Airport","5209","3948","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Dickinson Theodore Roosevelt Regional Airport","5209","7064","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Dodge City Regional Airport","2468","5733","3751",10,"Frontier Airlines","United States","United States"
"Denver International Airport","Dodge City Regional Airport","2607","5733","3751",19,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Miami International Airport","24","3576","3751",189,"American Airlines","United States","United States"
"Denver International Airport","Liberal Mid-America Regional Airport","2468","4341","3751",10,"Frontier Airlines","United States","United States"
"Denver International Airport","Gallatin Field","5209","4020","3751",149,"United Airlines","United States","United States"
"Denver International Airport","Montrose Regional Airport","5209","6880","3751",78,"United Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","4547","3484","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","24","3484","3751",74,"American Airlines","United States","United States"
"Denver International Airport","Austin Bergstrom International Airport","4547","3673","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Page Municipal Airport","5209","4124","3751",10,"United Airlines","United States","United States"
"Denver International Airport","Roberts Field","5209","4103","3751",70,"United Airlines","United States","United States"
"Denver International Airport","San Antonio International Airport","5209","3621","3751",189,"United Airlines","United States","United States"
"Denver International Airport","Austin Bergstrom International Airport","2468","3673","3751",142,"Frontier Airlines","United States","United States"
"Denver International Airport","Page Municipal Airport","2468","4124","3751",10,"Frontier Airlines","United States","United States"
"Denver International Airport","Santa Fe Municipal Airport","5209","3784","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Durango La Plata County Airport","5209","3713","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","1316","3462","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Portland International Airport","4547","3720","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","4547","3462","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Eagle County Regional Airport","5209","4250","3751",78,"United Airlines","United States","United States"
"Denver International Airport","Missoula International Airport","5209","4216","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Santa Barbara Municipal Airport","5209","3949","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Miami International Airport","5209","3576","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","5209","3484","3751",280,"United Airlines","United States","United States"
"Denver International Airport","San Francisco International Airport","4547","3469","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Liberal Mid-America Regional Airport","2607","4341","3751",19,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Liberal Mid-America Regional Airport","5209","4341","3751",10,"United Airlines","United States","United States"
"Denver International Airport","San Francisco International Airport","1316","3469","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Orlando","4547","3878","3751",142,"Southwest Airlines","United States","United States"
"Denver International Airport","Page Municipal Airport","2607","4124","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Yampa Valley Airport","5209","4339","3751",78,"United Airlines","United States","United States"
"Denver International Airport","Indianapolis International Airport","5209","3585","3751",142,"United Airlines","United States","United States"
"Denver International Airport","La Guardia Airport","2009","3697","3751",179,"Delta Air Lines","United States","United States"
"Denver International Airport","Western Neb. Rgnl/William B. Heilig Airport","2607","5723","3751",10,"Great Lakes Airlines","United States","United States"
"Denver International Airport","Meadows Field","5209","3558","3751",70,"United Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","5265","3484","3751",74,"US Airways","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","24","3462","3751",212,"American Airlines","United States","United States"
"Denver International Airport","Sacramento International Airport","5209","3817","3751",189,"United Airlines","United States","United States"
"Denver International Airport","Los Angeles International Airport","1316","3484","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Tucson International Airport","5209","3636","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","5209","3462","3751",228,"United Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","5265","3462","3751",212,"US Airways","United States","United States"
"Denver International Airport","Austin Bergstrom International Airport","1316","3673","3751",142,"AirTran Airways","United States","United States"
"Denver International Airport","Tucson International Airport","4547","3636","3751",146,"Southwest Airlines","United States","United States"
"Denver International Airport","Austin Bergstrom International Airport","5209","3673","3751",189,"United Airlines","United States","United States"
"Denver International Airport","La Guardia Airport","2468","3697","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Indianapolis International Airport","2468","3585","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Orlando","2468","3878","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Phoenix Sky Harbor International Airport","2468","3462","3751",179,"Frontier Airlines","United States","United States"
"Denver International Airport","Gunnison Crested Butte Regional Airport","5209","7051","3751",142,"United Airlines","United States","United States"
"Denver International Airport","Orlando","5209","3878","3751",228,"United Airlines","United States","United States"
"Denver International Airport","Northwest Arkansas Regional Airport","5209","4356","3751",142,"United Airlines","United States","United States"
"Dickinson Theodore Roosevelt Regional Airport","Denver International Airport","5209","3751","7064",142,"United Airlines","United States","United States"
"Dillingham Airport","King Salmon Airport","386","3794","3460",142,"Aero Flight","United States","United States"
"Dodge City Regional Airport","Liberal Mid-America Regional Airport","5209","4341","5733",10,"United Airlines","United States","United States"
"Dodge City Regional Airport","Denver International Airport","2607","3751","5733",19,"Great Lakes Airlines","United States","United States"
"Dodge City Regional Airport","Liberal Mid-America Regional Airport","2468","4341","5733",10,"Frontier Airlines","United States","United States"
"Dodge City Regional Airport","Liberal Mid-America Regional Airport","2607","4341","5733",10,"Great Lakes Airlines","United States","United States"
"DuBois Regional Airport","Venango Regional Airport","5209","4058","5734",10,"United Airlines","United States","United States"
"Durango La Plata County Airport","Phoenix Sky Harbor International Airport","24","3462","3713",90,"American Airlines","United States","United States"
"Durango La Plata County Airport","Denver International Airport","5209","3751","3713",142,"United Airlines","United States","United States"
"Durango La Plata County Airport","Phoenix Sky Harbor International Airport","5265","3462","3713",90,"US Airways","United States","United States"
"Eagle County Regional Airport","Denver International Airport","5209","3751","4250",78,"United Airlines","United States","United States"
"Edward G. Pitka Sr Airport","Koyukuk Airport","16726","7208","3764",12,"Era Alaska","United States","United States"
"Edward G. Pitka Sr Airport","Huslia Airport","16726","7108","3764",12,"Era Alaska","United States","United States"
"Edward G. Pitka Sr Airport","Fairbanks International Airport","16726","3832","3764",10,"Era Alaska","United States","United States"
